,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
38493,None,276.15,0.0,0.0,90,Rain,proximity shower rain,10/30/2017 13:00,4899,high
42577,None,276.35,0.0,0.0,40,Clouds,scattered clouds,3/23/2018 20:00,3229,medium
29238,None,254.71,0.0,0.0,1,Clear,sky is clear,12/17/2016 18:00,3346,medium
37998,None,288.65,0.0,0.0,20,Clouds,few clouds,10/13/2017 17:00,6183,very high
32288,None,279.95,0.0,0.0,90,Drizzle,drizzle,4/2/2017 9:00,2631,low
10716,None,256.89,0.0,0.0,90,Snow,light snow,12/16/2013 4:00,803,very low
28100,None,276.65,0.0,0.0,75,Mist,mist,11/15/2016 8:00,4800,high
42221,None,274.22,0.0,0.0,75,Clouds,broken clouds,3/10/2018 13:00,4990,high
5857,None,291.07,0.0,0.0,1,Clear,sky is clear,5/8/2013 10:00,4620,high
28659,None,275.21,0.0,0.0,90,Snow,light snow,11/30/2016 1:00,352,very low
46929,None,299.98,0.0,0.0,40,Clouds,scattered clouds,8/22/2018 17:00,5819,high
45286,None,299.36,0.0,0.0,75,Rain,light rain,6/24/2018 17:00,4118,medium
8225,None,289.73,1.52,0.0,75,Rain,moderate rain,8/6/2013 6:00,6053,very high
1288,None,283.94,0.0,0.0,90,Clouds,overcast clouds,11/18/2012 21:00,2007,low
30347,None,275.75,0.0,0.0,90,Drizzle,light intensity drizzle,1/21/2017 17:00,4268,medium
44254,None,286.2,0.0,0.0,1,Haze,haze,5/21/2018 1:00,350,very low
24405,None,297.27,0.0,0.0,48,Clouds,scattered clouds,6/23/2016 19:00,3575,medium
26844,None,290.62,0.0,0.0,92,Rain,light rain,9/24/2016 4:00,514,very low
5345,None,273.42,0.0,0.0,90,Snow,heavy snow,4/20/2013 13:00,4950,high
14920,None,293.67,0.0,0.0,90,Clouds,overcast clouds,6/5/2014 18:00,5281,high
35619,None,287.22,0.0,0.0,1,Mist,mist,7/24/2017 4:00,836,very low
30460,None,274.589,0.0,0.0,0,Clear,Sky is Clear,1/24/2017 13:00,4661,high
46971,None,292.67,0.51,0.0,90,Mist,mist,8/24/2018 5:00,2950,medium
35397,None,291.89,0.0,0.0,1,Clear,sky is clear,7/17/2017 4:00,842,very low
44793,None,295.58,0.0,0.0,75,Clouds,broken clouds,6/8/2018 18:00,4959,high
27999,None,282.02,0.0,0.0,1,Clear,sky is clear,11/11/2016 16:00,5664,high
21665,None,285.36,0.0,0.0,1,Clear,sky is clear,3/8/2016 2:00,248,very low
29140,None,254.34,0.0,0.0,1,Clear,sky is clear,12/14/2016 23:00,1109,very low
20889,None,271.95,0.0,0.0,40,Clouds,scattered clouds,1/28/2016 15:00,5834,very high
24439,None,296.04,0.0,0.0,40,Clouds,scattered clouds,6/25/2016 3:00,493,very low
46065,None,293.22,0.0,0.0,1,Clear,sky is clear,7/22/2018 1:00,969,very low
3948,None,269.5,0.0,0.0,90,Haze,haze,2/27/2013 10:00,4595,high
5067,None,271.88,0.0,0.0,90,Snow,heavy snow,4/13/2013 1:00,707,very low
133,None,270.01,0.0,0.0,20,Clouds,few clouds,10/8/2012 7:00,6676,very high
10491,None,252.14,0.0,0.0,1,Clear,sky is clear,12/7/2013 19:00,3101,medium
8802,None,299.84,0.0,0.0,40,Clouds,scattered clouds,9/6/2013 10:00,4703,high
20390,None,271.12,0.0,0.0,90,Clouds,overcast clouds,1/3/2016 16:00,4052,medium
33641,None,288.58,0.0,0.0,75,Thunderstorm,proximity thunderstorm with rain,5/15/2017 15:00,5388,high
19609,None,267.66,0.0,0.0,1,Clear,sky is clear,11/21/2015 1:00,671,very low
25333,None,288.31,0.0,0.0,75,Clouds,broken clouds,7/29/2016 7:00,5546,high
19730,None,272.35,0.0,0.0,90,Clouds,overcast clouds,11/29/2015 12:00,4021,medium
20633,None,267.22,0.0,0.0,90,Mist,mist,1/15/2016 6:00,5394,high
36660,None,291.79,0.0,0.0,90,Mist,mist,8/26/2017 21:00,2912,medium
42482,None,272.21,0.0,0.0,90,Snow,light snow,3/20/2018 14:00,4958,high
26821,None,287.59,0.0,0.0,92,Rain,light rain,9/23/2016 5:00,2617,low
15427,None,295.6,0.0,0.0,88,Fog,fog,7/12/2014 1:00,895,very low
30648,None,274.55,0.0,0.0,40,Rain,light rain,1/31/2017 3:00,322,very low
20060,None,269.29,0.0,0.0,90,Clouds,overcast clouds,12/17/2015 2:00,301,very low
18616,None,290.32,0.0,0.0,1,Clear,sky is clear,9/27/2015 1:00,1070,very low
27959,None,282.4,0.0,0.0,1,Clear,sky is clear,11/10/2016 0:00,691,very low
17787,None,295.16,0.0,0.0,1,Rain,light rain,8/28/2015 12:00,5928,very high
45934,None,292.09,0.0,0.0,1,Clear,sky is clear,7/17/2018 23:00,1242,very low
31051,None,268.039,0.0,0.0,8,Clear,sky is clear,2/16/2017 2:00,418,very low
11302,None,249.64,0.0,0.0,1,Clear,sky is clear,1/8/2014 3:00,304,very low
16920,None,296.51,0.0,0.0,1,Thunderstorm,proximity thunderstorm,7/28/2015 5:00,3011,medium
6278,None,287.67,0.0,0.0,90,Clouds,overcast clouds,5/22/2013 10:00,4352,medium
34854,None,293.82,0.0,0.0,40,Clouds,scattered clouds,6/26/2017 16:00,6255,very high
29336,None,275.86,0.0,0.0,90,Clouds,overcast clouds,12/21/2016 19:00,3200,medium
23180,None,284.8,1.19,0.0,90,Drizzle,light intensity drizzle,5/10/2016 0:00,525,very low
20510,None,273.67,0.0,0.13,90,Mist,mist,1/8/2016 15:00,5548,high
17855,None,291.8,0.25,0.0,75,Rain,light rain,8/31/2015 7:00,6461,very high
28255,None,269.08,0.0,0.0,75,Clouds,broken clouds,11/20/2016 7:00,1743,low
30631,None,272.96,0.0,0.0,90,Drizzle,drizzle,1/30/2017 22:00,1371,very low
33913,None,281.03,0.0,0.0,90,Mist,mist,5/21/2017 21:00,2238,low
10417,None,271.5,0.0,0.0,90,Fog,fog,12/4/2013 16:00,4315,medium
17402,None,301.7,0.0,0.0,1,Clear,sky is clear,8/15/2015 19:00,3291,medium
22693,None,281.1,0.0,0.0,1,Clear,sky is clear,4/23/2016 8:00,3497,medium
8296,None,294.19,0.0,0.0,1,Clear,sky is clear,8/9/2013 11:00,5401,high
38523,None,273.79,0.0,0.0,90,Clouds,overcast clouds,10/31/2017 17:00,6035,very high
24460,None,296.95,0.0,0.0,40,Clouds,scattered clouds,6/25/2016 23:00,2583,low
15484,None,292.28,0.0,0.0,12,Clouds,few clouds,7/13/2014 22:00,2049,low
47640,None,296.1,0.0,0.0,5,Clear,sky is clear,9/12/2018 21:00,2705,low
8558,None,294.37,0.0,0.0,44,Clouds,scattered clouds,8/21/2013 6:00,6159,very high
16731,None,291.76,0.0,0.0,1,Clear,sky is clear,7/20/2015 22:00,2200,low
42039,None,275.88,0.0,0.0,90,Snow,light snow,3/4/2018 12:00,4241,medium
35238,None,296.56,0.0,0.0,40,Clouds,scattered clouds,7/10/2017 22:00,2038,low
20135,None,271.56,0.0,0.0,90,Snow,light snow,12/22/2015 1:00,434,very low
3360,None,258.13,0.0,0.0,99,Clouds,overcast clouds,2/5/2013 1:00,326,very low
18637,None,293.2,0.0,0.0,40,Clouds,scattered clouds,9/28/2015 3:00,315,very low
30962,None,275.88,0.0,0.0,40,Drizzle,drizzle,2/12/2017 1:00,829,very low
45243,None,288.36,0.0,0.0,1,Fog,fog,6/23/2018 5:00,966,very low
35809,None,300.01,0.0,0.0,75,Clouds,broken clouds,7/30/2017 20:00,4177,medium
10290,None,274.81,0.0,0.0,64,Mist,mist,12/2/2013 11:00,4584,high
11077,None,249.44,0.0,0.0,5,Clear,sky is clear,12/29/2013 20:00,2067,low
7876,None,293.28,0.0,0.0,80,Rain,light rain,7/23/2013 6:00,5971,very high
36312,None,293.23,0.0,0.0,75,Clouds,broken clouds,8/16/2017 11:00,4742,high
26428,None,294.4,0.0,0.0,90,Rain,heavy intensity rain,9/7/2016 13:00,4392,high
23404,None,283.87,0.0,0.0,20,Clouds,few clouds,5/16/2016 22:00,1806,low
21174,None,261.75,0.0,0.0,90,Snow,light snow,2/9/2016 0:00,713,very low
44644,None,287.44,0.0,0.0,1,Clear,sky is clear,6/3/2018 1:00,905,very low
12069,None,252.77,0.0,0.0,1,Clear,sky is clear,2/7/2014 6:00,5349,high
28120,None,275.16,0.0,0.0,1,Fog,fog,11/16/2016 2:00,255,very low
34068,None,290.08,0.0,0.0,1,Clear,sky is clear,5/28/2017 0:00,1439,very low
17983,None,296.54,1.8,0.0,40,Thunderstorm,proximity thunderstorm,9/5/2015 6:00,1376,very low
8332,None,290.11,0.0,0.0,8,Clear,sky is clear,8/11/2013 1:00,905,very low
36994,None,284.93,0.0,0.0,1,Clear,sky is clear,9/8/2017 9:00,5304,high
34598,None,287.89,0.0,0.0,1,Mist,mist,6/17/2017 5:00,993,very low
17576,None,284.82,0.0,0.0,1,Clear,sky is clear,8/20/2015 7:00,6430,very high
38506,None,272.65,0.0,0.0,90,Clouds,overcast clouds,10/31/2017 0:00,544,very low
7624,None,301.67,0.0,0.0,0,Clear,Sky is Clear,7/12/2013 15:00,6223,very high
25937,None,294.01,0.0,0.0,1,Haze,haze,8/23/2016 2:00,322,very low
21482,None,272.88,0.0,0.0,90,Mist,mist,2/24/2016 7:00,6437,very high
18422,None,288.18,0.0,0.0,1,Mist,mist,9/19/2015 20:00,3260,medium
12533,None,259.23,0.0,0.0,90,Clouds,overcast clouds,2/26/2014 11:00,4499,high
40701,None,256.01,0.0,0.0,1,Clear,sky is clear,1/16/2018 2:00,255,very low
19875,None,276.02,0.0,0.0,5,Clear,sky is clear,12/7/2015 21:00,2150,low
16881,None,302.58,0.0,0.0,40,Clouds,scattered clouds,7/26/2015 14:00,3607,medium
38070,None,281.87,0.0,0.0,90,Clouds,overcast clouds,10/15/2017 20:00,2836,low
38659,None,277.88,0.0,0.0,90,Rain,light rain,11/4/2017 18:00,4411,high
35865,None,292.15,0.0,0.0,1,Mist,mist,8/2/2017 4:00,945,very low
21102,None,274.35,0.0,0.0,75,Clouds,broken clouds,2/6/2016 17:00,4933,high
2421,None,262.73,0.0,0.0,40,Clouds,scattered clouds,12/27/2012 12:00,4791,high
38046,None,281.0,0.0,0.0,90,Drizzle,heavy intensity drizzle,10/15/2017 1:00,904,very low
43126,None,276.94,0.0,0.0,75,Clouds,broken clouds,4/11/2018 11:00,5123,high
29617,None,270.48,0.0,0.0,90,Clouds,overcast clouds,12/30/2016 15:00,5690,high
7794,None,301.02,0.0,0.0,24,Clouds,few clouds,7/20/2013 0:00,1373,very low
6501,None,287.28,0.0,0.0,90,Mist,mist,5/29/2013 15:00,6016,very high
46144,None,291.23,0.0,0.0,1,Clear,sky is clear,7/25/2018 2:00,290,very low
47480,None,282.24,2.79,0.0,20,Mist,mist,9/6/2018 7:00,6526,very high
11238,None,247.81,0.0,0.0,5,Clear,sky is clear,1/5/2014 7:00,784,very low
281,None,283.75,0.0,0.0,93,Drizzle,light intensity drizzle,10/14/2012 13:00,4128,medium
9086,None,286.71,0.0,0.0,24,Clouds,few clouds,9/23/2013 9:00,4978,high
31081,None,275.153,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 8:00,5960,very high
7037,None,292.85,1.52,0.0,88,Mist,mist,6/16/2013 17:00,3882,medium
36675,None,290.55,0.0,0.0,75,Mist,mist,8/27/2017 5:00,562,very low
6945,None,290.41,8.64,0.0,92,Mist,mist,6/13/2013 9:00,5144,high
118,None,279.44,0.0,0.0,90,Clouds,overcast clouds,10/7/2012 16:00,4329,medium
38668,None,278.08,0.0,0.0,90,Fog,fog,11/4/2017 22:00,3865,medium
34284,None,300.28,0.0,0.0,5,Clear,sky is clear,6/5/2017 18:00,4362,medium
15710,None,294.16,0.0,0.0,20,Clouds,few clouds,7/23/2014 9:00,5297,high
25134,None,294.01,0.0,0.0,1,Mist,mist,7/22/2016 4:00,890,very low
47140,None,290.89,1.52,0.0,90,Mist,mist,8/28/2018 1:00,364,very low
41869,None,263.58,0.0,0.0,1,Clear,sky is clear,2/26/2018 7:00,6034,very high
10540,None,259.09,0.0,0.0,64,Snow,light snow,12/9/2013 3:00,307,very low
44325,None,300.37,0.0,0.0,75,Clouds,broken clouds,5/23/2018 19:00,3359,medium
46836,None,299.41,0.0,0.0,90,Clouds,overcast clouds,8/19/2018 12:00,4624,high
15633,None,294.21,0.0,0.0,75,Clouds,broken clouds,7/20/2014 4:00,384,very low
22625,None,285.81,0.0,0.0,90,Drizzle,drizzle,4/21/2016 0:00,1381,very low
944,None,278.87,0.0,0.0,90,Mist,mist,11/6/2012 19:00,2835,low
29625,None,270.97,0.0,0.0,1,Clear,sky is clear,12/30/2016 23:00,1818,low
2004,None,268.66,0.0,0.0,40,Mist,mist,12/14/2012 19:00,3598,medium
23970,None,299.84,0.0,0.0,40,Clouds,scattered clouds,6/5/2016 17:00,4549,high
35779,None,300.65,0.0,0.0,40,Clouds,scattered clouds,7/29/2017 14:00,4668,high
557,None,285.55,0.0,0.0,90,Thunderstorm,proximity thunderstorm,10/24/2012 8:00,5607,high
28183,None,280.35,0.0,0.0,90,Thunderstorm,proximity thunderstorm,11/18/2016 9:00,4378,high
17397,None,304.15,0.0,0.0,1,Clear,sky is clear,8/15/2015 14:00,4600,high
48186,None,280.28,0.0,0.0,90,Clouds,overcast clouds,9/30/2018 8:00,2002,low
35428,None,294.29,0.0,0.0,1,Mist,mist,7/18/2017 3:00,344,very low
21349,None,263.14,0.0,0.0,1,Clear,sky is clear,2/17/2016 4:00,907,very low
9635,None,274.47,0.0,0.0,90,Clouds,overcast clouds,10/23/2013 23:00,1041,very low
44601,None,298.86,0.0,0.0,75,Clouds,broken clouds,6/1/2018 18:00,4926,high
37599,None,289.86,0.0,0.0,75,Clouds,broken clouds,9/30/2017 21:00,3706,medium
48198,None,284.2,0.25,0.0,75,Rain,light rain,9/30/2018 18:00,3947,medium
36882,Labor Day,295.54,0.0,0.0,1,Clear,sky is clear,9/4/2017 0:00,1026,very low
1887,None,271.74,0.0,0.0,90,Snow,heavy snow,12/10/2012 17:00,4208,medium
41214,None,264.51,0.0,0.0,90,Haze,haze,2/3/2018 16:00,3752,medium
39585,None,266.43,0.0,0.0,90,Clouds,overcast clouds,12/7/2017 20:00,2995,medium
44417,None,294.61,0.0,0.0,1,Clear,sky is clear,5/27/2018 0:00,1633,low
45257,None,300.15,0.0,0.0,1,Clear,sky is clear,6/23/2018 16:00,4372,high
10212,None,265.67,0.0,0.0,64,Clouds,broken clouds,11/29/2013 9:00,3107,medium
25779,None,297.71,31.75,0.0,0,Rain,very heavy rain,8/16/2016 17:00,4913,high
5323,None,272.65,0.0,0.0,90,Snow,heavy snow,4/20/2013 1:00,728,very low
16512,None,291.75,0.3,0.0,1,Rain,light rain,7/13/2015 3:00,346,very low
10082,None,265.15,0.0,0.0,1,Clear,sky is clear,11/23/2013 15:00,4127,medium
27260,None,295.369,0.0,0.0,32,Clouds,scattered clouds,10/11/2016 13:00,4519,high
32386,None,282.02,0.0,0.0,1,Clear,sky is clear,4/4/2017 22:00,3711,medium
46386,None,291.87,0.0,0.0,20,Thunderstorm,thunderstorm,8/3/2018 10:00,4384,high
5694,None,277.96,0.0,0.0,90,Rain,light rain,5/2/2013 18:00,4800,high
23384,None,286.61,0.0,0.0,75,Clouds,broken clouds,5/16/2016 1:00,394,very low
24378,None,301.12,0.0,0.0,36,Clouds,scattered clouds,6/22/2016 16:00,6161,very high
40484,None,274.68,0.0,0.0,1,Haze,haze,1/10/2018 5:00,2944,medium
37037,None,289.93,0.0,0.0,40,Clouds,scattered clouds,9/10/2017 4:00,315,very low
38573,None,275.01,0.0,0.0,75,Fog,fog,11/2/2017 2:00,254,very low
41118,None,272.15,0.0,0.0,1,Clear,sky is clear,1/31/2018 6:00,5081,high
31449,None,262.53,0.0,0.0,1,Clear,sky is clear,3/3/2017 4:00,831,very low
14942,None,294.24,0.25,0.0,1,Rain,light rain,6/6/2014 9:00,5101,high
8498,None,299.38,0.0,0.0,0,Clear,Sky is Clear,8/18/2013 18:00,4007,medium
30248,None,275.15,0.0,0.0,90,Rain,light rain,1/20/2017 1:00,366,very low
29492,None,274.98,0.0,0.0,90,Mist,mist,12/25/2016 21:00,1858,low
39529,None,266.22,0.0,0.0,5,Clear,sky is clear,12/5/2017 20:00,2447,low
28418,None,275.21,0.0,0.0,90,Rain,light rain,11/24/2016 16:00,2933,medium
44482,None,305.0,0.0,0.0,40,Clouds,scattered clouds,5/29/2018 13:00,4973,high
26318,None,293.63,0.0,0.0,1,Thunderstorm,proximity thunderstorm,9/4/2016 23:00,1471,low
38890,None,273.55,0.0,0.0,75,Mist,mist,11/13/2017 10:00,4456,high
10842,None,264.58,0.0,0.0,64,Clouds,broken clouds,12/21/2013 7:00,1749,low
39408,None,273.21,0.0,0.0,1,Clear,sky is clear,12/2/2017 10:00,4562,high
43531,None,292.19599999999997,0.0,0.0,0,Clear,Sky is Clear,4/23/2018 15:00,5852,very high
34891,None,291.35,0.0,0.0,90,Mist,mist,6/28/2017 4:00,872,very low
10195,None,269.44,0.0,0.0,64,Clouds,broken clouds,11/28/2013 15:00,2954,medium
12961,None,267.5,0.0,0.0,1,Clear,sky is clear,3/16/2014 13:00,4429,high
21433,None,271.15,0.0,0.0,1,Clear,sky is clear,2/22/2016 9:00,4936,high
36047,None,288.72,0.0,0.0,1,Clear,sky is clear,8/8/2017 2:00,321,very low
9768,Veterans Day,275.44,0.0,0.0,64,Clouds,broken clouds,11/11/2013 0:00,514,very low
16387,None,284.79,0.0,0.0,40,Clouds,scattered clouds,7/8/2015 6:00,5709,high
6512,None,287.31,0.0,0.0,90,Mist,mist,5/30/2013 2:00,250,very low
10984,None,268.64,0.0,0.0,64,Snow,light snow,12/26/2013 13:00,4534,high
33138,None,274.42,0.0,0.0,90,Clouds,overcast clouds,4/28/2017 1:00,498,very low
43205,None,273.79,0.0,0.0,90,Rain,light rain,4/13/2018 21:00,2158,low
2559,New Years Day,263.49,0.0,0.0,58,Clouds,broken clouds,1/1/2013 0:00,1439,very low
32912,None,276.1,0.0,0.0,1,Mist,mist,4/21/2017 2:00,331,very low
4968,None,276.36,0.0,0.0,90,Rain,light rain,4/10/2013 14:00,5207,high
15857,None,292.64,0.0,0.0,1,Haze,haze,8/1/2014 23:00,2322,low
35360,None,305.08,0.0,0.0,1,Clear,sky is clear,7/15/2017 15:00,4133,medium
11327,None,256.82,0.0,0.0,64,Clouds,broken clouds,1/9/2014 6:00,5562,high
33775,None,282.27,0.0,0.0,90,Mist,mist,5/18/2017 9:00,5388,high
36831,None,291.08,0.0,0.0,90,Haze,haze,9/2/2017 1:00,771,very low
31945,None,276.34,0.0,0.0,75,Clouds,broken clouds,3/22/2017 16:00,6746,very high
37494,None,289.15,0.0,0.0,90,Drizzle,light intensity drizzle,9/26/2017 13:00,4879,high
8045,None,295.21,0.0,0.0,0,Clear,Sky is Clear,7/30/2013 12:00,5353,high
19629,None,272.84,0.0,0.0,40,Clouds,scattered clouds,11/22/2015 13:00,4923,high
10550,None,255.04,0.0,0.0,64,Clouds,broken clouds,12/9/2013 13:00,4597,high
24117,None,302.35,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 19:00,3478,medium
34928,None,296.56,0.0,0.0,75,Clouds,broken clouds,6/28/2017 21:00,2997,medium
12228,None,260.06,0.0,0.0,1,Clear,sky is clear,2/13/2014 21:00,2737,low
8285,None,291.61,0.0,0.0,0,Clear,Sky is Clear,8/8/2013 21:00,3042,medium
3505,None,270.82,0.0,0.0,90,Snow,heavy snow,2/11/2013 8:00,5032,high
10450,None,254.19,0.0,0.0,1,Clear,sky is clear,12/6/2013 0:00,637,very low
22178,None,274.82,0.0,0.0,90,Snow,light snow,4/1/2016 6:00,5117,high
8976,None,281.48,0.0,0.0,1,Clear,sky is clear,9/16/2013 8:00,6158,very high
28577,None,281.35,0.0,0.0,90,Rain,moderate rain,11/28/2016 4:00,804,very low
33036,None,285.71,0.0,0.0,90,Mist,mist,4/25/2017 18:00,4537,high
46742,None,293.21,0.0,0.0,1,Clear,sky is clear,8/16/2018 2:00,300,very low
38495,None,276.15,0.0,0.0,90,Haze,haze,10/30/2017 13:00,4899,high
15903,None,289.92,0.0,0.0,1,Mist,mist,8/5/2014 3:00,432,very low
31918,None,273.89,0.0,0.0,1,Clear,sky is clear,3/21/2017 13:00,4945,high
14722,None,285.85,0.0,0.0,1,Clear,sky is clear,5/29/2014 5:00,2932,medium
19,None,279.53,0.0,0.0,1,Clear,sky is clear,10/3/2012 4:00,814,very low
31495,None,275.42,0.0,0.0,1,Clear,sky is clear,3/5/2017 0:00,1546,low
35869,None,291.43,0.0,0.0,40,Clouds,scattered clouds,8/2/2017 8:00,6029,very high
18917,None,294.66,0.0,0.0,1,Clear,sky is clear,10/10/2015 18:00,2826,low
21150,None,262.15,0.0,0.0,90,Snow,light snow,2/8/2016 6:00,5385,high
29684,None,271.65,0.0,0.0,90,Snow,light snow,1/2/2017 10:00,2832,low
46326,None,292.47,0.0,0.0,40,Clouds,scattered clouds,8/1/2018 3:00,409,very low
31974,None,276.69,0.0,0.0,90,Rain,light rain,3/23/2017 18:00,4531,high
23979,None,287.97,0.0,0.0,1,Clear,sky is clear,6/6/2016 2:00,320,very low
22150,None,280.75,0.0,0.0,90,Clouds,overcast clouds,3/30/2016 21:00,2574,low
10190,None,269.05,0.0,0.0,75,Clouds,broken clouds,11/28/2013 10:00,2493,low
27568,None,275.289,0.0,0.0,80,Clouds,broken clouds,10/25/2016 0:00,536,very low
27155,None,277.867,0.0,0.0,92,Rain,moderate rain,10/7/2016 2:00,264,very low
14662,None,301.41,0.0,0.0,75,Clouds,broken clouds,5/26/2014 17:00,3374,medium
31162,None,286.548,0.0,0.0,92,Rain,light rain,2/20/2017 17:00,4930,high
27303,None,270.969,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 8:00,5186,high
41897,None,264.93,0.0,0.0,1,Mist,mist,2/27/2018 7:00,6318,very high
3196,None,267.41,0.0,0.0,90,Clouds,overcast clouds,1/27/2013 17:00,2347,low
25538,None,299.49,0.0,0.0,0,Clear,Sky is Clear,8/6/2016 16:00,4482,high
6910,None,286.66,0.0,0.0,12,Fog,fog,6/12/2013 6:00,5963,very high
11763,None,258.17,0.25,0.0,64,Snow,snow,1/25/2014 23:00,1922,low
36143,None,289.75,0.0,0.0,1,Mist,mist,8/11/2017 0:00,715,very low
19920,None,279.51,0.0,0.0,90,Rain,moderate rain,12/10/2015 12:00,4743,high
14922,None,293.89,0.0,0.0,68,Clouds,broken clouds,6/5/2014 20:00,3148,medium
1536,None,275.25,0.0,0.0,40,Clouds,scattered clouds,11/28/2012 16:00,6116,very high
26607,None,291.76,0.0,0.0,1,Clear,sky is clear,9/14/2016 14:00,4953,high
37366,None,301.14,0.0,0.0,20,Clouds,few clouds,9/22/2017 12:00,5319,high
37070,None,297.08,0.0,0.0,20,Clouds,few clouds,9/11/2017 13:00,4834,high
39295,None,286.94,0.0,0.0,1,Clear,sky is clear,11/27/2017 17:00,5937,very high
35715,None,293.65,0.0,0.0,1,Clear,sky is clear,7/26/2017 23:00,3420,medium
13240,None,272.02,0.3,0.0,90,Rain,light rain,3/28/2014 4:00,799,very low
31692,None,266.09,0.0,0.0,90,Mist,mist,3/12/2017 18:00,2823,low
7981,None,289.65,0.0,0.0,92,Clouds,overcast clouds,7/27/2013 19:00,3189,medium
27291,None,279.553,0.0,0.0,12,Clouds,few clouds,10/12/2016 20:00,2518,low
20049,None,275.65,0.0,0.0,90,Mist,mist,12/16/2015 14:00,5214,high
30236,None,276.81,0.0,0.0,75,Mist,mist,1/19/2017 15:00,5832,very high
14911,None,293.26,0.0,0.0,20,Clouds,few clouds,6/5/2014 9:00,5280,high
5469,None,272.37,0.0,0.0,90,Snow,heavy snow,4/24/2013 4:00,759,very low
28552,None,278.02,0.0,0.0,90,Drizzle,light intensity drizzle,11/27/2016 19:00,3184,medium
5836,None,294.12,0.0,0.0,20,Clouds,few clouds,5/7/2013 13:00,5073,high
18060,None,295.91,0.0,0.0,1,Clear,sky is clear,9/7/2015 19:00,3511,medium
33656,None,288.35,0.0,0.0,40,Rain,moderate rain,5/16/2017 3:00,347,very low
43507,None,289.22,0.0,0.0,20,Clouds,few clouds,4/22/2018 15:00,4866,high
9755,None,276.7,0.0,0.0,64,Clouds,broken clouds,11/10/2013 11:00,3407,medium
40696,None,257.01,0.0,0.0,90,Snow,light snow,1/15/2018 21:00,1977,low
41097,None,263.01,0.0,0.0,90,Clouds,overcast clouds,1/30/2018 12:00,4783,high
10399,None,271.53,1.27,0.0,90,Mist,mist,12/4/2013 9:00,3876,medium
39202,None,278.15,0.0,0.0,1,Clear,sky is clear,11/23/2017 22:00,1962,low
7571,None,293.91,10.54,0.0,88,Thunderstorm,thunderstorm with light rain,7/10/2013 9:00,5225,high
22829,None,281.29,0.0,0.0,40,Clouds,scattered clouds,4/26/2016 21:00,2521,low
27504,None,273.601,0.0,0.0,0,Clear,Sky is Clear,10/22/2016 7:00,2061,low
1109,None,284.94,0.0,0.0,75,Mist,mist,11/11/2012 13:00,3733,medium
19212,None,274.48,0.0,0.0,90,Mist,mist,10/28/2015 23:00,935,very low
21483,None,273.79,0.0,0.0,90,Clouds,overcast clouds,2/24/2016 10:00,4626,high
24023,None,290.8,0.0,0.0,40,Haze,haze,6/7/2016 21:00,2806,low
10487,None,255.46,0.0,0.0,5,Clear,sky is clear,12/7/2013 14:00,4704,high
34917,None,296.22,0.0,0.0,75,Rain,light rain,6/28/2017 14:00,5079,high
25397,None,295.94,0.0,0.0,90,Clouds,overcast clouds,7/31/2016 23:00,2096,low
15722,None,294.69,0.0,0.0,1,Clear,sky is clear,7/23/2014 21:00,2867,low
23812,None,295.16,0.0,0.0,75,Rain,light rain,5/30/2016 23:00,1126,very low
18567,None,292.96,0.0,0.0,90,Rain,light rain,9/24/2015 16:00,6454,very high
31004,None,270.536,0.0,0.0,0,Clear,Sky is Clear,2/14/2017 3:00,322,very low
17967,None,303.76,0.0,0.0,40,Clouds,scattered clouds,9/4/2015 15:00,5750,high
15081,None,283.63,0.0,0.0,0,Clear,Sky is Clear,6/13/2014 3:00,414,very low
35769,None,288.87,0.0,0.0,1,Clear,sky is clear,7/29/2017 4:00,342,very low
