,Unnamed: 0,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
276,10711,None,255.14,0.0,0.0,90,Clouds,overcast clouds,12/15/2013 23:00,890,very low,low
277,17335,None,294.69,1.67,0.0,90,Rain,moderate rain,8/13/2015 4:00,868,very low,high
278,16705,None,298.77,0.0,0.0,1,Clear,sky is clear,7/19/2015 20:00,3468,medium,high
279,15010,None,283.69,0.25,0.0,1,Rain,light rain,6/8/2014 7:00,1434,very low,medium
280,41136,None,264.72,0.0,0.0,90,Snow,light snow,1/31/2018 22:00,1739,low,low
281,14923,None,293.46,1.02,0.0,92,Rain,moderate rain,6/5/2014 21:00,2864,low,high
282,27522,None,280.24,0.0,0.0,0,Clear,Sky is Clear,10/23/2016 2:00,745,very low,medium
283,6360,None,279.89,0.0,0.0,1,Clear,sky is clear,5/24/2013 7:00,6372,very high,medium
284,46405,None,293.8,0.0,0.0,90,Mist,mist,8/3/2018 22:00,2594,low,high
285,1692,None,278.49,0.0,0.0,75,Mist,mist,12/4/2012 1:00,346,very low,medium
286,5240,None,276.24,0.0,0.0,90,Mist,mist,4/18/2013 19:00,2190,low,medium
287,47900,None,288.22,1.3,0.0,90,Rain,moderate rain,9/20/2018 9:00,5264,high,medium
288,42165,None,261.08,0.0,0.0,1,Clear,sky is clear,3/8/2018 6:00,5661,high,low
289,32600,None,284.21,0.0,0.0,75,Clouds,broken clouds,4/12/2017 12:00,4953,high,medium
290,42027,None,275.35,0.0,0.0,90,Thunderstorm,thunderstorm with light drizzle,3/4/2018 6:00,733,very low,medium
291,44125,None,297.35,0.0,0.0,1,Clear,sky is clear,5/15/2018 19:00,3602,medium,high
292,7748,None,299.49,0.0,0.0,56,Clouds,broken clouds,7/17/2013 23:00,1311,very low,high
293,35572,None,293.55,0.0,0.0,1,Clear,sky is clear,7/22/2017 7:00,1996,low,high
294,4096,None,268.72,0.0,0.0,90,Snow,snow,3/5/2013 23:00,994,very low,low
295,27946,None,284.59,0.0,0.0,20,Clouds,few clouds,11/9/2016 11:00,4420,high,medium
296,17805,None,286.03,0.25,0.0,1,Rain,light rain,8/29/2015 4:00,388,very low,medium
297,3656,None,259.75,0.0,0.0,20,Clouds,few clouds,2/16/2013 9:00,3798,medium,low
298,14297,None,281.18,0.25,0.0,56,Rain,light rain,5/13/2014 9:00,5181,high,medium
299,41608,None,274.35,0.0,0.0,75,Clouds,broken clouds,2/18/2018 21:00,2044,low,medium
300,3112,None,251.69,0.0,0.0,20,Clouds,few clouds,1/22/2013 19:00,2774,low,low
301,43707,None,300.87,0.0,0.0,1,Clear,sky is clear,4/30/2018 19:00,3259,medium,high
302,36431,None,291.89,0.0,0.0,90,Fog,fog,8/19/2017 10:00,3843,medium,high
303,43136,None,279.15,0.0,0.0,90,Rain,light rain,4/11/2018 21:00,2418,low,medium
304,38493,None,276.15,0.0,0.0,90,Rain,proximity shower rain,10/30/2017 13:00,4899,high,medium
305,42577,None,276.35,0.0,0.0,40,Clouds,scattered clouds,3/23/2018 20:00,3229,medium,medium
306,29238,None,254.71,0.0,0.0,1,Clear,sky is clear,12/17/2016 18:00,3346,medium,low
307,37998,None,288.65,0.0,0.0,20,Clouds,few clouds,10/13/2017 17:00,6183,very high,medium
308,32288,None,279.95,0.0,0.0,90,Drizzle,drizzle,4/2/2017 9:00,2631,low,medium
309,10716,None,256.89,0.0,0.0,90,Snow,light snow,12/16/2013 4:00,803,very low,low
310,28100,None,276.65,0.0,0.0,75,Mist,mist,11/15/2016 8:00,4800,high,medium
311,42221,None,274.22,0.0,0.0,75,Clouds,broken clouds,3/10/2018 13:00,4990,high,medium
312,5857,None,291.07,0.0,0.0,1,Clear,sky is clear,5/8/2013 10:00,4620,high,medium
313,28659,None,275.21,0.0,0.0,90,Snow,light snow,11/30/2016 1:00,352,very low,medium
314,46929,None,299.98,0.0,0.0,40,Clouds,scattered clouds,8/22/2018 17:00,5819,high,high
315,45286,None,299.36,0.0,0.0,75,Rain,light rain,6/24/2018 17:00,4118,medium,high
316,8225,None,289.73,1.52,0.0,75,Rain,moderate rain,8/6/2013 6:00,6053,very high,medium
317,1288,None,283.94,0.0,0.0,90,Clouds,overcast clouds,11/18/2012 21:00,2007,low,medium
318,30347,None,275.75,0.0,0.0,90,Drizzle,light intensity drizzle,1/21/2017 17:00,4268,medium,medium
319,44254,None,286.2,0.0,0.0,1,Haze,haze,5/21/2018 1:00,350,very low,medium
320,24405,None,297.27,0.0,0.0,48,Clouds,scattered clouds,6/23/2016 19:00,3575,medium,high
321,26844,None,290.62,0.0,0.0,92,Rain,light rain,9/24/2016 4:00,514,very low,medium
322,5345,None,273.42,0.0,0.0,90,Snow,heavy snow,4/20/2013 13:00,4950,high,medium
323,14920,None,293.67,0.0,0.0,90,Clouds,overcast clouds,6/5/2014 18:00,5281,high,high
324,35619,None,287.22,0.0,0.0,1,Mist,mist,7/24/2017 4:00,836,very low,medium
325,30460,None,274.589,0.0,0.0,0,Clear,Sky is Clear,1/24/2017 13:00,4661,high,medium
326,46971,None,292.67,0.51,0.0,90,Mist,mist,8/24/2018 5:00,2950,medium,high
327,35397,None,291.89,0.0,0.0,1,Clear,sky is clear,7/17/2017 4:00,842,very low,high
328,44793,None,295.58,0.0,0.0,75,Clouds,broken clouds,6/8/2018 18:00,4959,high,high
329,27999,None,282.02,0.0,0.0,1,Clear,sky is clear,11/11/2016 16:00,5664,high,medium
330,21665,None,285.36,0.0,0.0,1,Clear,sky is clear,3/8/2016 2:00,248,very low,medium
331,29140,None,254.34,0.0,0.0,1,Clear,sky is clear,12/14/2016 23:00,1109,very low,low
332,20889,None,271.95,0.0,0.0,40,Clouds,scattered clouds,1/28/2016 15:00,5834,very high,low
333,24439,None,296.04,0.0,0.0,40,Clouds,scattered clouds,6/25/2016 3:00,493,very low,high
334,46065,None,293.22,0.0,0.0,1,Clear,sky is clear,7/22/2018 1:00,969,very low,high
335,3948,None,269.5,0.0,0.0,90,Haze,haze,2/27/2013 10:00,4595,high,low
336,5067,None,271.88,0.0,0.0,90,Snow,heavy snow,4/13/2013 1:00,707,very low,low
337,133,None,270.01,0.0,0.0,20,Clouds,few clouds,10/8/2012 7:00,6676,very high,low
338,10491,None,252.14,0.0,0.0,1,Clear,sky is clear,12/7/2013 19:00,3101,medium,low
339,8802,None,299.84,0.0,0.0,40,Clouds,scattered clouds,9/6/2013 10:00,4703,high,high
340,20390,None,271.12,0.0,0.0,90,Clouds,overcast clouds,1/3/2016 16:00,4052,medium,low
341,33641,None,288.58,0.0,0.0,75,Thunderstorm,proximity thunderstorm with rain,5/15/2017 15:00,5388,high,medium
342,19609,None,267.66,0.0,0.0,1,Clear,sky is clear,11/21/2015 1:00,671,very low,low
343,25333,None,288.31,0.0,0.0,75,Clouds,broken clouds,7/29/2016 7:00,5546,high,medium
344,19730,None,272.35,0.0,0.0,90,Clouds,overcast clouds,11/29/2015 12:00,4021,medium,medium
345,20633,None,267.22,0.0,0.0,90,Mist,mist,1/15/2016 6:00,5394,high,low
346,36660,None,291.79,0.0,0.0,90,Mist,mist,8/26/2017 21:00,2912,medium,medium
347,42482,None,272.21,0.0,0.0,90,Snow,light snow,3/20/2018 14:00,4958,high,low
348,26821,None,287.59,0.0,0.0,92,Rain,light rain,9/23/2016 5:00,2617,low,medium
349,15427,None,295.6,0.0,0.0,88,Fog,fog,7/12/2014 1:00,895,very low,high
350,30648,None,274.55,0.0,0.0,40,Rain,light rain,1/31/2017 3:00,322,very low,medium
351,20060,None,269.29,0.0,0.0,90,Clouds,overcast clouds,12/17/2015 2:00,301,very low,low
352,18616,None,290.32,0.0,0.0,1,Clear,sky is clear,9/27/2015 1:00,1070,very low,medium
353,27959,None,282.4,0.0,0.0,1,Clear,sky is clear,11/10/2016 0:00,691,very low,medium
354,17787,None,295.16,0.0,0.0,1,Rain,light rain,8/28/2015 12:00,5928,very high,high
355,45934,None,292.09,0.0,0.0,1,Clear,sky is clear,7/17/2018 23:00,1242,very low,high
356,31051,None,268.039,0.0,0.0,8,Clear,sky is clear,2/16/2017 2:00,418,very low,low
357,11302,None,249.64,0.0,0.0,1,Clear,sky is clear,1/8/2014 3:00,304,very low,low
358,16920,None,296.51,0.0,0.0,1,Thunderstorm,proximity thunderstorm,7/28/2015 5:00,3011,medium,high
359,6278,None,287.67,0.0,0.0,90,Clouds,overcast clouds,5/22/2013 10:00,4352,medium,medium
360,34854,None,293.82,0.0,0.0,40,Clouds,scattered clouds,6/26/2017 16:00,6255,very high,high
361,29336,None,275.86,0.0,0.0,90,Clouds,overcast clouds,12/21/2016 19:00,3200,medium,medium
362,23180,None,284.8,1.19,0.0,90,Drizzle,light intensity drizzle,5/10/2016 0:00,525,very low,medium
363,20510,None,273.67,0.0,0.13,90,Mist,mist,1/8/2016 15:00,5548,high,medium
364,17855,None,291.8,0.25,0.0,75,Rain,light rain,8/31/2015 7:00,6461,very high,medium
365,28255,None,269.08,0.0,0.0,75,Clouds,broken clouds,11/20/2016 7:00,1743,low,low
366,30631,None,272.96,0.0,0.0,90,Drizzle,drizzle,1/30/2017 22:00,1371,very low,medium
367,33913,None,281.03,0.0,0.0,90,Mist,mist,5/21/2017 21:00,2238,low,medium
368,10417,None,271.5,0.0,0.0,90,Fog,fog,12/4/2013 16:00,4315,medium,low
369,17402,None,301.7,0.0,0.0,1,Clear,sky is clear,8/15/2015 19:00,3291,medium,high
370,22693,None,281.1,0.0,0.0,1,Clear,sky is clear,4/23/2016 8:00,3497,medium,medium
371,8296,None,294.19,0.0,0.0,1,Clear,sky is clear,8/9/2013 11:00,5401,high,high
372,38523,None,273.79,0.0,0.0,90,Clouds,overcast clouds,10/31/2017 17:00,6035,very high,medium
373,24460,None,296.95,0.0,0.0,40,Clouds,scattered clouds,6/25/2016 23:00,2583,low,high
374,15484,None,292.28,0.0,0.0,12,Clouds,few clouds,7/13/2014 22:00,2049,low,high
375,47640,None,296.1,0.0,0.0,5,Clear,sky is clear,9/12/2018 21:00,2705,low,high
376,8558,None,294.37,0.0,0.0,44,Clouds,scattered clouds,8/21/2013 6:00,6159,very high,high
377,16731,None,291.76,0.0,0.0,1,Clear,sky is clear,7/20/2015 22:00,2200,low,medium
378,42039,None,275.88,0.0,0.0,90,Snow,light snow,3/4/2018 12:00,4241,medium,medium
379,35238,None,296.56,0.0,0.0,40,Clouds,scattered clouds,7/10/2017 22:00,2038,low,high
380,20135,None,271.56,0.0,0.0,90,Snow,light snow,12/22/2015 1:00,434,very low,low
381,3360,None,258.13,0.0,0.0,99,Clouds,overcast clouds,2/5/2013 1:00,326,very low,low
382,18637,None,293.2,0.0,0.0,40,Clouds,scattered clouds,9/28/2015 3:00,315,very low,high
383,30962,None,275.88,0.0,0.0,40,Drizzle,drizzle,2/12/2017 1:00,829,very low,medium
384,45243,None,288.36,0.0,0.0,1,Fog,fog,6/23/2018 5:00,966,very low,medium
385,35809,None,300.01,0.0,0.0,75,Clouds,broken clouds,7/30/2017 20:00,4177,medium,high
386,10290,None,274.81,0.0,0.0,64,Mist,mist,12/2/2013 11:00,4584,high,medium
387,11077,None,249.44,0.0,0.0,5,Clear,sky is clear,12/29/2013 20:00,2067,low,low
388,7876,None,293.28,0.0,0.0,80,Rain,light rain,7/23/2013 6:00,5971,very high,high
389,36312,None,293.23,0.0,0.0,75,Clouds,broken clouds,8/16/2017 11:00,4742,high,high
390,26428,None,294.4,0.0,0.0,90,Rain,heavy intensity rain,9/7/2016 13:00,4392,high,high
391,23404,None,283.87,0.0,0.0,20,Clouds,few clouds,5/16/2016 22:00,1806,low,medium
392,21174,None,261.75,0.0,0.0,90,Snow,light snow,2/9/2016 0:00,713,very low,low
393,44644,None,287.44,0.0,0.0,1,Clear,sky is clear,6/3/2018 1:00,905,very low,medium
394,12069,None,252.77,0.0,0.0,1,Clear,sky is clear,2/7/2014 6:00,5349,high,low
395,28120,None,275.16,0.0,0.0,1,Fog,fog,11/16/2016 2:00,255,very low,medium
396,34068,None,290.08,0.0,0.0,1,Clear,sky is clear,5/28/2017 0:00,1439,very low,medium
397,17983,None,296.54,1.8,0.0,40,Thunderstorm,proximity thunderstorm,9/5/2015 6:00,1376,very low,high
398,8332,None,290.11,0.0,0.0,8,Clear,sky is clear,8/11/2013 1:00,905,very low,medium
399,36994,None,284.93,0.0,0.0,1,Clear,sky is clear,9/8/2017 9:00,5304,high,medium
400,34598,None,287.89,0.0,0.0,1,Mist,mist,6/17/2017 5:00,993,very low,medium
401,17576,None,284.82,0.0,0.0,1,Clear,sky is clear,8/20/2015 7:00,6430,very high,medium
402,38506,None,272.65,0.0,0.0,90,Clouds,overcast clouds,10/31/2017 0:00,544,very low,medium
403,7624,None,301.67,0.0,0.0,0,Clear,Sky is Clear,7/12/2013 15:00,6223,very high,high
404,25937,None,294.01,0.0,0.0,1,Haze,haze,8/23/2016 2:00,322,very low,high
405,21482,None,272.88,0.0,0.0,90,Mist,mist,2/24/2016 7:00,6437,very high,medium
406,18422,None,288.18,0.0,0.0,1,Mist,mist,9/19/2015 20:00,3260,medium,medium
407,12533,None,259.23,0.0,0.0,90,Clouds,overcast clouds,2/26/2014 11:00,4499,high,low
408,40701,None,256.01,0.0,0.0,1,Clear,sky is clear,1/16/2018 2:00,255,very low,low
409,19875,None,276.02,0.0,0.0,5,Clear,sky is clear,12/7/2015 21:00,2150,low,medium
410,16881,None,302.58,0.0,0.0,40,Clouds,scattered clouds,7/26/2015 14:00,3607,medium,high
411,38070,None,281.87,0.0,0.0,90,Clouds,overcast clouds,10/15/2017 20:00,2836,low,medium
412,38659,None,277.88,0.0,0.0,90,Rain,light rain,11/4/2017 18:00,4411,high,medium
413,35865,None,292.15,0.0,0.0,1,Mist,mist,8/2/2017 4:00,945,very low,high
414,21102,None,274.35,0.0,0.0,75,Clouds,broken clouds,2/6/2016 17:00,4933,high,medium
415,2421,None,262.73,0.0,0.0,40,Clouds,scattered clouds,12/27/2012 12:00,4791,high,low
416,38046,None,281.0,0.0,0.0,90,Drizzle,heavy intensity drizzle,10/15/2017 1:00,904,very low,medium
417,43126,None,276.94,0.0,0.0,75,Clouds,broken clouds,4/11/2018 11:00,5123,high,medium
418,29617,None,270.48,0.0,0.0,90,Clouds,overcast clouds,12/30/2016 15:00,5690,high,low
419,7794,None,301.02,0.0,0.0,24,Clouds,few clouds,7/20/2013 0:00,1373,very low,high
420,6501,None,287.28,0.0,0.0,90,Mist,mist,5/29/2013 15:00,6016,very high,medium
421,46144,None,291.23,0.0,0.0,1,Clear,sky is clear,7/25/2018 2:00,290,very low,medium
422,47480,None,282.24,2.79,0.0,20,Mist,mist,9/6/2018 7:00,6526,very high,medium
423,11238,None,247.81,0.0,0.0,5,Clear,sky is clear,1/5/2014 7:00,784,very low,low
424,281,None,283.75,0.0,0.0,93,Drizzle,light intensity drizzle,10/14/2012 13:00,4128,medium,medium
425,9086,None,286.71,0.0,0.0,24,Clouds,few clouds,9/23/2013 9:00,4978,high,medium
426,31081,None,275.153,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 8:00,5960,very high,medium
427,7037,None,292.85,1.52,0.0,88,Mist,mist,6/16/2013 17:00,3882,medium,high
428,36675,None,290.55,0.0,0.0,75,Mist,mist,8/27/2017 5:00,562,very low,medium
429,6945,None,290.41,8.64,0.0,92,Mist,mist,6/13/2013 9:00,5144,high,medium
430,118,None,279.44,0.0,0.0,90,Clouds,overcast clouds,10/7/2012 16:00,4329,medium,medium
431,38668,None,278.08,0.0,0.0,90,Fog,fog,11/4/2017 22:00,3865,medium,medium
432,34284,None,300.28,0.0,0.0,5,Clear,sky is clear,6/5/2017 18:00,4362,medium,high
433,15710,None,294.16,0.0,0.0,20,Clouds,few clouds,7/23/2014 9:00,5297,high,high
434,25134,None,294.01,0.0,0.0,1,Mist,mist,7/22/2016 4:00,890,very low,high
435,47140,None,290.89,1.52,0.0,90,Mist,mist,8/28/2018 1:00,364,very low,medium
436,41869,None,263.58,0.0,0.0,1,Clear,sky is clear,2/26/2018 7:00,6034,very high,low
437,10540,None,259.09,0.0,0.0,64,Snow,light snow,12/9/2013 3:00,307,very low,low
438,44325,None,300.37,0.0,0.0,75,Clouds,broken clouds,5/23/2018 19:00,3359,medium,high
439,46836,None,299.41,0.0,0.0,90,Clouds,overcast clouds,8/19/2018 12:00,4624,high,high
440,15633,None,294.21,0.0,0.0,75,Clouds,broken clouds,7/20/2014 4:00,384,very low,high
441,22625,None,285.81,0.0,0.0,90,Drizzle,drizzle,4/21/2016 0:00,1381,very low,medium
442,944,None,278.87,0.0,0.0,90,Mist,mist,11/6/2012 19:00,2835,low,medium
443,29625,None,270.97,0.0,0.0,1,Clear,sky is clear,12/30/2016 23:00,1818,low,low
444,2004,None,268.66,0.0,0.0,40,Mist,mist,12/14/2012 19:00,3598,medium,low
445,23970,None,299.84,0.0,0.0,40,Clouds,scattered clouds,6/5/2016 17:00,4549,high,high
446,35779,None,300.65,0.0,0.0,40,Clouds,scattered clouds,7/29/2017 14:00,4668,high,high
447,557,None,285.55,0.0,0.0,90,Thunderstorm,proximity thunderstorm,10/24/2012 8:00,5607,high,medium
448,28183,None,280.35,0.0,0.0,90,Thunderstorm,proximity thunderstorm,11/18/2016 9:00,4378,high,medium
449,17397,None,304.15,0.0,0.0,1,Clear,sky is clear,8/15/2015 14:00,4600,high,high
450,48186,None,280.28,0.0,0.0,90,Clouds,overcast clouds,9/30/2018 8:00,2002,low,medium
451,35428,None,294.29,0.0,0.0,1,Mist,mist,7/18/2017 3:00,344,very low,high
452,21349,None,263.14,0.0,0.0,1,Clear,sky is clear,2/17/2016 4:00,907,very low,low
453,9635,None,274.47,0.0,0.0,90,Clouds,overcast clouds,10/23/2013 23:00,1041,very low,medium
454,44601,None,298.86,0.0,0.0,75,Clouds,broken clouds,6/1/2018 18:00,4926,high,high
455,37599,None,289.86,0.0,0.0,75,Clouds,broken clouds,9/30/2017 21:00,3706,medium,medium
456,48198,None,284.2,0.25,0.0,75,Rain,light rain,9/30/2018 18:00,3947,medium,medium
457,36882,Labor Day,295.54,0.0,0.0,1,Clear,sky is clear,9/4/2017 0:00,1026,very low,high
458,1887,None,271.74,0.0,0.0,90,Snow,heavy snow,12/10/2012 17:00,4208,medium,low
459,41214,None,264.51,0.0,0.0,90,Haze,haze,2/3/2018 16:00,3752,medium,low
460,39585,None,266.43,0.0,0.0,90,Clouds,overcast clouds,12/7/2017 20:00,2995,medium,low
461,44417,None,294.61,0.0,0.0,1,Clear,sky is clear,5/27/2018 0:00,1633,low,high
462,45257,None,300.15,0.0,0.0,1,Clear,sky is clear,6/23/2018 16:00,4372,high,high
463,10212,None,265.67,0.0,0.0,64,Clouds,broken clouds,11/29/2013 9:00,3107,medium,low
464,25779,None,297.71,31.75,0.0,0,Rain,very heavy rain,8/16/2016 17:00,4913,high,high
465,5323,None,272.65,0.0,0.0,90,Snow,heavy snow,4/20/2013 1:00,728,very low,medium
466,16512,None,291.75,0.3,0.0,1,Rain,light rain,7/13/2015 3:00,346,very low,medium
467,10082,None,265.15,0.0,0.0,1,Clear,sky is clear,11/23/2013 15:00,4127,medium,low
468,27260,None,295.369,0.0,0.0,32,Clouds,scattered clouds,10/11/2016 13:00,4519,high,high
469,32386,None,282.02,0.0,0.0,1,Clear,sky is clear,4/4/2017 22:00,3711,medium,medium
470,46386,None,291.87,0.0,0.0,20,Thunderstorm,thunderstorm,8/3/2018 10:00,4384,high,high
471,5694,None,277.96,0.0,0.0,90,Rain,light rain,5/2/2013 18:00,4800,high,medium
472,23384,None,286.61,0.0,0.0,75,Clouds,broken clouds,5/16/2016 1:00,394,very low,medium
473,24378,None,301.12,0.0,0.0,36,Clouds,scattered clouds,6/22/2016 16:00,6161,very high,high
474,40484,None,274.68,0.0,0.0,1,Haze,haze,1/10/2018 5:00,2944,medium,medium
475,37037,None,289.93,0.0,0.0,40,Clouds,scattered clouds,9/10/2017 4:00,315,very low,medium
476,38573,None,275.01,0.0,0.0,75,Fog,fog,11/2/2017 2:00,254,very low,medium
477,41118,None,272.15,0.0,0.0,1,Clear,sky is clear,1/31/2018 6:00,5081,high,low
478,31449,None,262.53,0.0,0.0,1,Clear,sky is clear,3/3/2017 4:00,831,very low,low
479,14942,None,294.24,0.25,0.0,1,Rain,light rain,6/6/2014 9:00,5101,high,high
480,8498,None,299.38,0.0,0.0,0,Clear,Sky is Clear,8/18/2013 18:00,4007,medium,high
481,30248,None,275.15,0.0,0.0,90,Rain,light rain,1/20/2017 1:00,366,very low,medium
482,29492,None,274.98,0.0,0.0,90,Mist,mist,12/25/2016 21:00,1858,low,medium
483,39529,None,266.22,0.0,0.0,5,Clear,sky is clear,12/5/2017 20:00,2447,low,low
484,28418,None,275.21,0.0,0.0,90,Rain,light rain,11/24/2016 16:00,2933,medium,medium
485,44482,None,305.0,0.0,0.0,40,Clouds,scattered clouds,5/29/2018 13:00,4973,high,high
486,26318,None,293.63,0.0,0.0,1,Thunderstorm,proximity thunderstorm,9/4/2016 23:00,1471,low,high
487,38890,None,273.55,0.0,0.0,75,Mist,mist,11/13/2017 10:00,4456,high,medium
488,10842,None,264.58,0.0,0.0,64,Clouds,broken clouds,12/21/2013 7:00,1749,low,low
489,39408,None,273.21,0.0,0.0,1,Clear,sky is clear,12/2/2017 10:00,4562,high,medium
490,43531,None,292.196,0.0,0.0,0,Clear,Sky is Clear,4/23/2018 15:00,5852,very high,high
491,34891,None,291.35,0.0,0.0,90,Mist,mist,6/28/2017 4:00,872,very low,medium
492,10195,None,269.44,0.0,0.0,64,Clouds,broken clouds,11/28/2013 15:00,2954,medium,low
493,12961,None,267.5,0.0,0.0,1,Clear,sky is clear,3/16/2014 13:00,4429,high,low
494,21433,None,271.15,0.0,0.0,1,Clear,sky is clear,2/22/2016 9:00,4936,high,low
495,36047,None,288.72,0.0,0.0,1,Clear,sky is clear,8/8/2017 2:00,321,very low,medium
496,9768,Veterans Day,275.44,0.0,0.0,64,Clouds,broken clouds,11/11/2013 0:00,514,very low,medium
497,16387,None,284.79,0.0,0.0,40,Clouds,scattered clouds,7/8/2015 6:00,5709,high,medium
498,6512,None,287.31,0.0,0.0,90,Mist,mist,5/30/2013 2:00,250,very low,medium
499,10984,None,268.64,0.0,0.0,64,Snow,light snow,12/26/2013 13:00,4534,high,low
500,33138,None,274.42,0.0,0.0,90,Clouds,overcast clouds,4/28/2017 1:00,498,very low,medium
501,43205,None,273.79,0.0,0.0,90,Rain,light rain,4/13/2018 21:00,2158,low,medium
502,2559,New Years Day,263.49,0.0,0.0,58,Clouds,broken clouds,1/1/2013 0:00,1439,very low,low
503,32912,None,276.1,0.0,0.0,1,Mist,mist,4/21/2017 2:00,331,very low,medium
504,4968,None,276.36,0.0,0.0,90,Rain,light rain,4/10/2013 14:00,5207,high,medium
505,15857,None,292.64,0.0,0.0,1,Haze,haze,8/1/2014 23:00,2322,low,high
506,35360,None,305.08,0.0,0.0,1,Clear,sky is clear,7/15/2017 15:00,4133,medium,high
507,11327,None,256.82,0.0,0.0,64,Clouds,broken clouds,1/9/2014 6:00,5562,high,low
508,33775,None,282.27,0.0,0.0,90,Mist,mist,5/18/2017 9:00,5388,high,medium
509,36831,None,291.08,0.0,0.0,90,Haze,haze,9/2/2017 1:00,771,very low,medium
510,31945,None,276.34,0.0,0.0,75,Clouds,broken clouds,3/22/2017 16:00,6746,very high,medium
511,37494,None,289.15,0.0,0.0,90,Drizzle,light intensity drizzle,9/26/2017 13:00,4879,high,medium
512,8045,None,295.21,0.0,0.0,0,Clear,Sky is Clear,7/30/2013 12:00,5353,high,high
513,19629,None,272.84,0.0,0.0,40,Clouds,scattered clouds,11/22/2015 13:00,4923,high,medium
514,10550,None,255.04,0.0,0.0,64,Clouds,broken clouds,12/9/2013 13:00,4597,high,low
515,24117,None,302.35,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 19:00,3478,medium,high
516,34928,None,296.56,0.0,0.0,75,Clouds,broken clouds,6/28/2017 21:00,2997,medium,high
517,12228,None,260.06,0.0,0.0,1,Clear,sky is clear,2/13/2014 21:00,2737,low,low
518,8285,None,291.61,0.0,0.0,0,Clear,Sky is Clear,8/8/2013 21:00,3042,medium,medium
519,3505,None,270.82,0.0,0.0,90,Snow,heavy snow,2/11/2013 8:00,5032,high,low
520,10450,None,254.19,0.0,0.0,1,Clear,sky is clear,12/6/2013 0:00,637,very low,low
521,22178,None,274.82,0.0,0.0,90,Snow,light snow,4/1/2016 6:00,5117,high,medium
522,8976,None,281.48,0.0,0.0,1,Clear,sky is clear,9/16/2013 8:00,6158,very high,medium
523,28577,None,281.35,0.0,0.0,90,Rain,moderate rain,11/28/2016 4:00,804,very low,medium
524,33036,None,285.71,0.0,0.0,90,Mist,mist,4/25/2017 18:00,4537,high,medium
525,46742,None,293.21,0.0,0.0,1,Clear,sky is clear,8/16/2018 2:00,300,very low,high
526,38495,None,276.15,0.0,0.0,90,Haze,haze,10/30/2017 13:00,4899,high,medium
527,15903,None,289.92,0.0,0.0,1,Mist,mist,8/5/2014 3:00,432,very low,medium
